,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
2453,H2CO07162,"IMER, LAUREL ANNE",CO,7,REPUBLICAN PARTY,House,Open seat,C,Republican,laurel  imer,,ImerForColorado,1284587105436545024,,,
2454,H2OH07191,"IMPELLIZZERI, JOHN ANTHONY",OH,7,DEMOCRATIC PARTY,House,Open seat,N,Democrat,john  impellizzeri,,,,,,
2455,H2ME01156,"INMAN, HOLLIS CHARLES CHANDLER",ME,1,INDEPENDENT,House,Challenger,N,Other,hollis  inman,,,,,,
2456,H2PA18218,"IRWIN, STEVEN",PA,12,DEMOCRATIC PARTY,House,Open seat,P,Democrat,steven  irwin,,steveirwinpa,23343961,No tweets found.,,
2459,H2MO04223,"IRWIN, WILLIAM",MO,4,REPUBLICAN PARTY,House,Open seat,C,Republican,william  irwin,,IrwinCongress,1462503985609424896,,,
2461,H2NJ07200,"ISEMANN, JOHN HENRY",NJ,7,REPUBLICAN PARTY,House,Challenger,C,Republican,john  isemann,,johnisemann3,1435230034952871942,No tweets found.,,
2462,H2WA09149,"ISHII, DAVID TADASHI",WA,9,DEMOCRATIC PARTY,House,Challenger,N,Democrat,david  ish,,,,,,
2463,H0CA48024,"ISSA, DARRELL",CA,48,REPUBLICAN PARTY,House,Incumbent,C,Republican,darrell  issa,,DarrellIssa,22509548,,,
2464,H0CA48024,"ISSA, DARRELL",CA,48,REPUBLICAN PARTY,House,Incumbent,C,Republican,darrell  issa,,repdarrellissa,63650107,,,
2466,H2NY12239,"ITKIS, MIKHAIL",NY,12,INDEPENDENT,House,Challenger,C,Other,mikhail  itkis,,ItkisCampaign,,No tweets found.,Name not found.,
2467,H2TX03316,"IVANOVSKIS, JEREMY DANIEL",TX,3,REPUBLICAN PARTY,House,Open seat,P,Republican,jeremy  ivanovskis,,,,,,
2469,H2MD04315,"IVEY, GLENN",MD,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,glenn  ivey,I000058,Glenn_Ivey,3081969927,No tweets found.,,
2470,H2MD04315,"IVEY, GLENN",MD,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,glenn  ivey,I000058,RepGlennIvey,1610111693836664834,No tweets found.,,
2471,H2GA04193,"IVY, SURREA MRS.",GA,4,REPUBLICAN PARTY,House,Challenger,N,Republican,surrea  ivy,,,,,,
2472,H2CA14204,"IYER, STEVE",CA,14,REPUBLICAN PARTY,House,Open seat,P,Republican,steve  iyer,,Iyer4Congress,1487869681662763008,,,
2474,H2OR06025,"JACKSON, DERRY AL MR SR",OR,6,DEMOCRATIC PARTY,House,Open seat,N,Democrat,derry  jackson,,,,,,
2475,H2AZ09134,"JACKSON, JANA JACKSON",AZ,9,REPUBLICAN PARTY,House,Challenger,N,Republican,jana  jackson,,,,,,
2477,H2NC14076,"JACKSON, JEFF",NC,14,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jeff  jackson,J000308,RepJeffJackson,1611423475775770628,No tweets found.,,
2478,H2NC14076,"JACKSON, JEFF",NC,14,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jeff  jackson,J000308,JeffJacksonNC,124820305,,,
2480,H2IL01349,"JACKSON, JONATHAN",IL,1,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jonathan  jackson,J000309,CongressJackson,1511150244578439168,,,
2481,H2TX35151,"JACKSON, MARILYN",TX,35,REPUBLICAN PARTY,House,Challenger,C,Republican,marilyn  jackson,,,,,,
2482,H2FL10184,"JACKSON, NATALIE",FL,10,DEMOCRATIC PARTY,House,Open seat,C,Democrat,natalie  jackson,,NatJacksonFL10,33747408,No tweets found.,,
2484,H2FL20266,"JACKSON, PHIL",FL,20,DEMOCRATIC PARTY,House,Open seat,N,Democrat,phil  jackson,,,,,,
2485,H2MI13253,"JACKSON, RAMON",MI,13,REPUBLICAN PARTY,House,Challenger,N,Republican,ramon  jackson,,,,,,
2486,H0TX13228,"JACKSON, RONNY LYNN",TX,13,REPUBLICAN PARTY,House,Incumbent,C,Republican,ronny  jackson,J000304,RonnyJacksonTX,1201953403099893760,,,
2487,H0TX13228,"JACKSON, RONNY LYNN",TX,13,REPUBLICAN PARTY,House,Incumbent,C,Republican,ronny  jackson,J000304,RepRonnyJackson,1341903465610686464,,,
2489,H2MI12180,"JACKSON, SHANELLE",MI,12,DEMOCRATIC PARTY,House,Challenger,N,Democrat,shanelle  jackson,,ElectShanelle,211769318,,,
2492,H0NY27090,"JACOBS, CHRISTOPHER L.",NY,23,REPUBLICAN PARTY,House,Incumbent,P,Republican,christopher  jacobs,J000020,RepJacobs,1276232539510919168,,,
2493,H2KS04131,"JACOBS, KYLE",KS,4,INDEPENDENT,House,Challenger,N,Other,kyle  jacobs,,,,,,
2494,H2KS04115,"JACOBS, KYLE",KS,4,INDEPENDENT,House,Challenger,N,Other,kyle  jacobs,,,,,,
2495,H2KS04123,"JACOBS, KYLE",KS,4,INDEPENDENT,House,Challenger,N,Other,kyle  jacobs,,,,,,
2496,H2CA26133,"JACOBS, MATTHEW",CA,26,REPUBLICAN PARTY,House,Challenger,P,Republican,matthew  jacobs,,mattjacobsca,1183132214680150016,No tweets found.,,
2499,H8CA49074,"JACOBS, SARA",CA,51,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,sara  jacobs,J000305,RepSaraJacobs,1345103905869455361,,,
2500,H8CA49074,"JACOBS, SARA",CA,51,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,sara  jacobs,J000305,SaraJacobsCA,1656913327,,,
2502,H2NY16107,"JAFFE, MARK",NY,16,DEMOCRATIC PARTY,House,Challenger,P,Democrat,mark  jaffe,,jaffe4ny,939578483990237184,,,
2503,H0CA43074,"JAFRI, KHALID",CA,9,DEMOCRATIC PARTY,House,Challenger,N,Democrat,khalid  jafri,,,,,,
2505,H0CA50210,"JAHN, LUCINDA KWH",CA,48,NONE,House,Challenger,N,Other,lucinda  jahn,,lucindakwhjahn,1224057260491456512,,,
2506,H2FL10325,"JAIN, USHA DR.",FL,10,NON-PARTY,House,Open seat,N,Other,usha  jain,,DRUSHAJAIN,353449929,,,
2508,H0NY09080,"JAMES, ISIAH",NY,9,DEMOCRATIC PARTY,House,Challenger,P,Democrat,isiah  james,,,,,,
2509,H2WA07135,"JAMES, JESSE",WA,7,INDEPENDENT,House,Challenger,N,Other,jesse  james,,JesseAlexJames,1515783994951970816,,,
2511,H2MI10150,"JAMES, JOHN",MI,10,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  james,J000307,JohnJamesMI,861246117689925633,,,
2513,H2MD48015,"JAMESON, LIAM MR",MD,48,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,liam  jameson,,,,,,
2514,H2MD05577,"JARBOE DULEY, TONI",MD,5,REPUBLICAN PARTY,House,Challenger,N,Republican,toni  duley,,,,,,
2515,H2TX08117,"JARCHOW, RYAN",TX,8,REPUBLICAN PARTY,House,Open seat,N,Republican,ryan  jarchow,,,,,,
2516,H2DE18017,"JAY, AARON MR",DE,0,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,aaron  jay,,,,,,
2518,H6WA07458,"JAYAPAL, PRAMILA",WA,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,pramila  jayapal,J000298,RepJayapal,815733290955112448,,,
2519,H6WA07458,"JAYAPAL, PRAMILA",WA,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,pramila  jayapal,J000298,PramilaJayapal,193441812,,,
2520,H2MI08154,"JAYE, BRIAN STEVEN",MI,10,DEMOCRATIC PARTY,House,Challenger,N,Democrat,brian  jaye,,,,,,
2521,H2CA06309,"JEDEIKIN, MATHEW RAY",CA,6,DEMOCRATIC PARTY,House,Challenger,N,Democrat,mathew  jedeikin,,,,,,
2522,H2TX30194,"JEFFERSOM, KINYA",TX,30,REPUBLICAN PARTY,House,Open seat,N,Republican,kinya  jeffersom,,for_kinya,1480368935379820545,,,
2524,H2TX01146,"JEFFERSON, JRMAR",TX,1,DEMOCRATIC PARTY,House,Open seat,P,Democrat,mar  jefferson,,JrmarJefferson,2345033748,,,
2526,H2NY10092,"JEFFRIES, HAKEEM",NY,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,hakeem  jeffries,J000294,RepJeffries,467823431,,,
2527,H2NY10092,"JEFFRIES, HAKEEM",NY,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,hakeem  jeffries,J000294,hakeemjeffries,479017220,,,
2528,H2WA03159,"JENKINS, CHRIS",WA,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,chris  jenkins,,,,,,
2529,H2MD06260,"JENKINS, JONATHAN JENKINS",MD,6,REPUBLICAN PARTY,House,Challenger,P,Republican,jonathan  jenkins,,JenkinsCongress,1366411536818962432,,,
2531,H2NJ04215,"JENKINS, MATTHEW",NJ,4,DEMOCRATIC PARTY,House,Challenger,P,Democrat,matthew  jenkins,,,,,,
2532,H2CA36462,"JENKINS, STORM",CA,36,REPUBLICAN PARTY,House,Challenger,C,Republican,storm  jenkins,,,,,,
2533,H0WA08103,"JENSEN, JESSE",WA,8,REPUBLICAN PARTY,House,Challenger,P,Republican,jesse  jensen,,JesseJensenWA,1178677134690324487,,,
2535,H2WY01073,"JENSEN, MEGHAN",WY,0,DEMOCRATIC PARTY,House,Challenger,N,Democrat,meghan  jensen,,MeghanRJensen,1048240172037337088,,,
2537,H2KY42014,"JESSE, LUKE MR",KY,42,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,luke  jesse,,,,,,
2538,H2CA36488,"JESUELE, MATTHEW VINCENT",CA,36,INDEPENDENT,House,Challenger,N,Other,matthew  jesuele,,iamjustavisitor,1538104743779635201,No tweets found.,,
2539,H2CA36488,"JESUELE, MATTHEW VINCENT",CA,36,INDEPENDENT,House,Challenger,N,Other,matthew  jesuele,,mvjfyi,1380669362382663684,,,
2542,H2MT01110,"JETTE, MATTHEW DR.",MT,1,REPUBLICAN PARTY,House,Challenger,N,Republican,matthew  jette,,Jette2022,1453486661556264963,,,
2543,H2NY14177,"JIN, JAE EUN CHOI",NY,14,UNKNOWN,House,Challenger,N,Other,jae  jin,,,,,,
2544,H2OK02224,"JOHN, BENNETT",OK,2,REPUBLICAN PARTY,House,Open seat,C,Republican,bennett  john,,,,,,
2545,H2TX31168,"JOHNS, DERRICK",TX,31,REPUBLICAN PARTY,House,Challenger,C,Republican,derrick  johns,,,,,,
2546,H2MI06133,"JOHNSEN, GINA",MI,6,REPUBLICAN PARTY,House,Open seat,N,Republican,gina  johnsen,,,,,,
2547,H2MS04233,"JOHNSON, ALDEN PATRICK MR.",MS,4,LIBERTARIAN PARTY,House,Challenger,N,Other,alden  johnson,,Alden4Congress,1437944981210161154,,,
2549,H2GA02163,"JOHNSON, ARTHUR WAYNE",GA,2,REPUBLICAN PARTY,House,Challenger,P,Republican,arthur  johnson,,,,,,
2550,H2MI03163,"JOHNSON, AUDRA",MI,3,REPUBLICAN PARTY,House,Challenger,P,Republican,audra  johnson,,,,,,
2551,H0OH06189,"JOHNSON, BILL",OH,6,REPUBLICAN PARTY,House,Incumbent,C,Republican,bill  johnson,J000292,RepBillJohnson,211530910,,,
2552,H0OH06189,"JOHNSON, BILL",OH,6,REPUBLICAN PARTY,House,Incumbent,C,Republican,bill  johnson,J000292,JohnsonLeads,81207735,,,
2554,H2OK02240,"JOHNSON, CLINT MR",OK,2,REPUBLICAN PARTY,House,Open seat,N,Republican,clint  johnson,,ClintJOk,1502110043419914243,,,
2555,H2CA08222,"JOHNSON, DEMNLUS III",CA,8,DEMOCRATIC PARTY,House,Challenger,P,Democrat,demnlus  johnson,,,,,,
2556,H8SD01055,"JOHNSON, DUSTY",SD,0,REPUBLICAN PARTY,House,Incumbent,C,Republican,dusty  johnson,J000301,DustyJohnson,140529899,,,
2558,H8SD01055,"JOHNSON, DUSTY",SD,0,REPUBLICAN PARTY,House,Incumbent,C,Republican,dusty  johnson,J000301,RepDustyJohnson,1074782372594413569,,,
2560,H2TX00015,"JOHNSON, EDDIE BERNICE",TX,30,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,eddie  johnson,J000126,RepEBJ,168502762,,,
2561,H0GA12059,"JOHNSON, ELIZABETH",GA,12,DEMOCRATIC PARTY,House,Challenger,P,Democrat,elizabeth  johnson,,,,,,
2562,H6GA04129,"JOHNSON, HENRY C. 'HANK'",GA,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,henry  johnson,J000288,ReElectHank,97583689,,,
2563,H6GA04129,"JOHNSON, HENRY C. 'HANK'",GA,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,henry  johnson,J000288,RepHankJohnson,24745957,,,
2565,H6LA04138,"JOHNSON, JAMES MICHAEL",LA,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  johnson,J000299,RepMikeJohnson,827279765287559171,,,
2566,H6LA04138,"JOHNSON, JAMES MICHAEL",LA,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  johnson,J000299,MikeJohnson,4849654052,,,
2567,H2WA02219,"JOHNSON, LEIF D",WA,2,REPUBLICAN PARTY,House,Challenger,P,Republican,leif  johnson,,Leif4Congress,1456752165028909057,,,
2569,H2AZ09126,"JOHNSON, ORLANDO C JR",AZ,9,REPUBLICAN PARTY,House,Challenger,N,Republican,orlando  johnson,,,,,,
2570,H2NY08161,"JOHNSON, QUEEN",NY,8,DEMOCRATIC PARTY,House,Challenger,N,Democrat,queen  johnson,,Queenjohnson_,,No tweets found.,Name not found.,
2572,H2MI02165,"JOHNSON, RAY",MI,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ray  johnson,,,,,,
2573,H2IN07153,"JOHNSON, RUSSELL (RUSTY) SCOTT MR.",IN,7,REPUBLICAN PARTY,House,Challenger,N,Republican,russell  johnson,,,,,,
2574,H2MO04165,"JOHNSON, RYAN",MO,4,REPUBLICAN PARTY,House,Open seat,C,Republican,ryan  johnson,,,,,,
2575,H2MS02195,"JOHNSON, STANFORD",MS,2,REPUBLICAN PARTY,House,Challenger,N,Republican,stanford  johnson,,,,,,
2577,H2MN07113,"JOHNSON, TRAVIS E",MN,7,LIBERTARIAN PARTY,House,Challenger,P,Other,travis  johnson,,TravisBullJohn1,1352263628771225601,,,
2578,H8GA10197,"JOHNSON-GREEN, TABITHA",GA,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,tabitha  johnsongreen,,,,,,
2579,H2AL03123,"JOINER, MICHAEL T",AL,3,REPUBLICAN PARTY,House,Challenger,N,Republican,michael  joiner,,,,,,
2580,H2CO05174,"JONES, ALAX",CO,5,UNAFFILIATED,House,Challenger,N,Other,alax  jones,,,,,,
2581,H2MO01179,"JONES, ANDREW M JR",MO,1,REPUBLICAN PARTY,House,Challenger,P,Republican,andrew  jones,,AJones4Congress,1450575610280128515,No tweets found.,,
2583,H2FL01241,"JONES, BRYAN CHRISTOPHER",FL,1,REPUBLICAN PARTY,House,Challenger,P,Republican,bryan  jones,,,,,,
2584,H2TX37041,"JONES, CHRISTOPHER MICHAEL",TX,37,DEMOCRATIC PARTY,House,Open seat,C,Democrat,christopher  jones,,chrisjones_tx37,,No tweets found.,Name not found.,
2586,H2TN04324,"JONES, DAVID LEIGHTON",TN,4,INDEPENDENT,House,Challenger,N,Other,david  jones,,,,,,
2587,H2OH13215,"JONES, ERIC SCOTT",OH,13,DEMOCRATIC PARTY,House,Open seat,N,Democrat,eric  jones,,,,,,
2589,H2VA01124,"JONES, HERBERT CARROLL JR",VA,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,herbert  jones,,herb4virginia,1032563522515939328,,,
2590,H2IL01356,"JONES, J DARNELL J.D.",IL,1,DEMOCRATIC PARTY,House,Open seat,N,Democrat,darnell  jones,,,,,,
2591,H2CA04163,"JONES, JIMIH L",CA,4,REPUBLICAN PARTY,House,Challenger,N,Republican,jimih  jones,,,,,,
2592,H2CA04122,"JONES, KERMIT",CA,3,DEMOCRATIC PARTY,House,Challenger,P,Democrat,kermit  jones,,DrKermitJones,2909879002,,,
2594,H0FL20112,"JONES, LATERESA ANN",FL,10,REPUBLICAN PARTY,House,Challenger,P,Republican,lateresa  jones,,,,,,
2595,H0TX08145,"JONES, LAURA",TX,8,DEMOCRATIC PARTY,House,Challenger,N,Democrat,laura  jones,,CongressLaura,1176185298344120321,,,
2598,H0NY17174,"JONES, MONDAIRE",NY,10,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,mondaire  jones,J000306,MondaireJones,872143958847045632,,,
2599,H0CA38140,"JONES, PAUL IRVING REVEREND",CA,38,REPUBLICAN PARTY,House,Challenger,N,Republican,paul  jones,,,,,,
2600,H2FL01233,"JONES, REBEKAH",FL,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,rebekah  jones,,GeoRebekah,2579571584,,,
2602,H2UT01300,"JONES, RICK",UT,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,rick  jones,,,,,,
2603,H2CA03140,"JONES, SCOTT R",CA,3,REPUBLICAN PARTY,House,Challenger,C,Republican,scott  jones,,,,,,
2604,H2AZ04234,"JONES, STEPHAN ""STEVE""",AZ,4,WRITE-IN,House,Challenger,N,Other,stephan  jones,,,,,,
2606,H2GA10281,"JONES, VERNON",GA,10,REPUBLICAN PARTY,House,Open seat,P,Republican,vernon  jones,,RepVernonJones,,No tweets found.,Name not found.,
2607,H2CA27248,"JORDAN, ALI",CA,27,NONE,House,Challenger,N,Other,ali  jordan,,,,,,
2608,H2NH59013,"JORDAN, BRENT MR",NH,59,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,brent  jordan,,,,,,
2609,H6OH04082,"JORDAN, JAMES D.",OH,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  jordan,J000289,Jim_Jordan,18166778,,,
2610,H2TX22183,"JORDAN, JAMIE KAYE MS.",TX,22,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jamie  jordan,,,,,,
2612,H2VA08160,"JORDAN, JEFF",VA,8,REPUBLICAN PARTY,House,Challenger,C,Republican,jeff  jordan,,JeffJordan2022,1225486934266478595,,,
2613,H2MO01211,"JORDAN, STEVEN ALEXANDEER",MO,1,REPUBLICAN PARTY,House,Challenger,N,Republican,steven  jordan,,,,,,
2614,H2NC12278,"JOSEPH, NALINI",NC,12,REPUBLICAN PARTY,House,Challenger,P,Republican,nalini  joseph,,fornalini,1506957994029985793,No tweets found.,,
2616,H2NY00069,"JOSEPH, VLADIMY MR.",NY,0,DEMOCRATIC PARTY,House,Challenger,N,Democrat,vladimy  joseph,,,,,,
2617,H2NY12171,"JOSEPH, VLADIMY REV.",NY,12,DEMOCRATIC PARTY,House,Challenger,N,Democrat,vladimy  joseph,,,,,,
2620,H2OH15269,"JOSEPHSON, GARY",OH,15,DEMOCRATIC PARTY,House,Challenger,N,Democrat,gary  josephson,,josephson4rep,48591443,,,
2621,H2OH15277,"JOSEPHSON, GARY",OH,15,DEMOCRATIC PARTY,House,Challenger,P,Democrat,gary  josephson,,josephson4rep,48591443,,,
2623,H2NV02585,"JOSHI, RAHUL A",NV,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,rahul  joshi,,JoshiForNV2,,No tweets found.,Name not found.,
2624,H0NY20111,"JOY, ELIZABETH L",NY,20,REPUBLICAN PARTY,House,Challenger,P,Republican,elizabeth  joy,,LizLemeryJoy,19167833,,,
2626,H2OH14064,"JOYCE, DAVID P.",OH,14,REPUBLICAN PARTY,House,Incumbent,C,Republican,david  joyce,J000295,RepDaveJoyce,976969338,,,
2627,H2OH14064,"JOYCE, DAVID P.",OH,14,REPUBLICAN PARTY,House,Incumbent,C,Republican,david  joyce,J000295,DaveJoyceOH14,727242919,,,
2628,H8PA13125,"JOYCE, JOHN",PA,13,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  joyce,J000302,JohnJoyceForPA,969328139485802496,,,
2629,H8PA13125,"JOYCE, JOHN",PA,13,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  joyce,J000302,RepJohnJoyce,1082311988926124036,,,
2631,H2ME02204,"JOYCE, SEAN MICHAEL",ME,2,INDEPENDENT,House,Challenger,N,Other,sean  joyce,,,,,,
2632,H2TX15211,"JUAREZ, ANGELA",TX,15,REPUBLICAN PARTY,House,Challenger,N,Republican,angela  juarez,,,,,,
2633,H2FL14277,"JUDGE, JAMES",FL,14,REPUBLICAN PARTY,House,Challenger,P,Republican,james  judge,,jamespjudge,358276033,,,
2635,H2NY23178,"JULIANO, RAYMOND JR",NY,23,REPUBLICAN PARTY,House,Open seat,N,Republican,raymond  juliano,,,,,,
2637,H0MI08141,"JUNGE, PAUL",MI,8,REPUBLICAN PARTY,House,Challenger,P,Republican,paul  junge,,VotePaulJunge,1194792199004868610,,,
2638,H0MI08141,"JUNGE, PAUL",MI,8,REPUBLICAN PARTY,House,Challenger,P,Republican,paul  junge,,Paul379Junge,2407180890,No tweets found.,,
2639,H8NJ01226,"KABIR, MOHAMMAD S",NJ,1,OTHER,House,Challenger,N,Other,mohammad  kabir,,,,,,
2640,H0HI02155,"KAHELE, KAIALI'I",HI,2,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,kaiali  kahele,K000396,,,,,
2641,H2MN04144,"KAIL, EVAN BERMAN MR",MN,4,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,Other,evan  kail,,,,,,
2643,H2NY03170,"KAIMAN, JON",NY,3,DEMOCRATIC PARTY,House,Open seat,P,Democrat,jon  kaiman,,kaiman4congress,,No tweets found.,Name not found.,
2644,H2TX08257,"KAISER, ADRIAN MR",TX,38,REPUBLICAN PARTY,House,Open seat,N,Republican,adrian  kaiser,,,,,,
2645,H8AR03090,"KALAGIAS, MICHAEL J",AR,3,LIBERTARIAN PARTY,House,Challenger,N,Other,michael  kalagias,,KalagiasforUS,2393019260,,,
2647,H2MN01330,"KALBERER, GEORGE H",MN,1,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,Other,george  kalberer,,,,,,
2649,H2FL17106,"KALE, ANDREA DORIA",FL,17,DEMOCRATIC PARTY,House,Challenger,P,Democrat,andrea  kale,,AndreaDoriaKale,28632164,,,
2650,H2OR04103,"KALLOCH, ANDREW",OR,4,DEMOCRATIC PARTY,House,Open seat,C,Democrat,andrew  kalloch,,andrewkalloch,323959552,No tweets found.,,
2652,H2MI11224,"KALLUR, SUMUKH",MI,11,REPUBLICAN PARTY,House,Challenger,N,Republican,sumukh  kallur,,,,,,
2653,H2CA37304,"KAMLAGER, SYDNEY",CA,37,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,sydney  kamlager,K000400,,,,,
2655,H2CA12232,"KAPLAN, GLENN",CA,12,NO PARTY AFFILIATION,House,Challenger,N,Other,glenn  kaplan,,Glenn4congress,1493455278276157442,,,
2656,H2OH09031,"KAPTUR, MARCY HON. M.C.",OH,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,marcy  kaptur,K000009,Marcy_Kaptur,480872337,,,
2657,H2OH09031,"KAPTUR, MARCY HON. M.C.",OH,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,marcy  kaptur,K000009,RepMarcyKaptur,581141508,,,
2658,H2MO03159,"KARLEN, JONATHAN",MO,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jonathan  karlen,,Karlen4MO,1450163647435747328,,,
2660,H2SC02166,"KARR, GREGORY BLANE",SC,2,DEMOCRATIC PARTY,House,Challenger,C,Democrat,gregory  karr,,,,,,
2662,H2IL06132,"KASPAR, SCOTT RICHARD",IL,6,REPUBLICAN PARTY,House,Challenger,P,Republican,scott  kaspar,,kaspar4congress,1476014538336186373,No tweets found.,,
2663,H4NY24073,"KATKO, JOHN M",NY,24,REPUBLICAN PARTY,House,Open seat,P,Republican,john  katko,K000386,RepJohnKatko,2966765501,,,
2665,H2CA17116,"KATZ, SARAH",CA,17,DEMOCRATIC PARTY,House,Challenger,N,Democrat,sarah  katz,,,,,,
2666,H2WI05267,"KATZENMEYER, JESSICA",WI,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,jessica  katzenmeyer,,,,,,
2667,H2NY03147,"KAUR, NAVJOT PAL",NY,3,DEMOCRATIC PARTY,House,Open seat,N,Democrat,navjot  kaur,,,,,,
2668,H0NJ07261,"KEAN, THOMAS H. JR.",NJ,7,REPUBLICAN PARTY,House,Incumbent,C,Republican,thomas  kean,K000398,KeanForCongress,1093918214181060609,,,
2669,H0NJ07261,"KEAN, THOMAS H. JR.",NJ,7,REPUBLICAN PARTY,House,Incumbent,C,Republican,thomas  kean,K000398,CongressmanKean,1607422757670641665,No tweets found.,,
2671,H6LA01225,"KEARNEY, HOWARD",LA,1,LIBERTARIAN PARTY,House,Challenger,N,Other,howard  kearney,,,,,,
2672,H0MA10082,"KEATING, WILLIAM R",MA,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,william  keating,K000375,WilliamKeating,95546148,,,
2673,H0MA10082,"KEATING, WILLIAM R",MA,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,william  keating,K000375,USRepKeating,232992031,,,
2674,H2VA07162,"KEENEY, TAYLOR",VA,7,REPUBLICAN PARTY,House,Challenger,C,Republican,taylor  keeney,,,,,,
2675,H2NC13193,"KEIRSEY, KENT",NC,13,REPUBLICAN PARTY,House,Open seat,C,Republican,kent  keirsey,,KentKeirseyNC,1392974920313982981,No tweets found.,,
2677,H2CA27230,"KEIVAULQE AUTIAMEINEIRE, FEPBRINA ESTRELVIA",CA,18,OTHER,House,Challenger,N,Other,fepbrina  autiameineire,,,,,,
2678,H2WY01024,"KELLER, BRYAN EUGENE MR.",WY,0,REPUBLICAN PARTY,House,Challenger,N,Republican,bryan  keller,,,,,,
2679,H0PA12181,"KELLER, FRED",PA,9,REPUBLICAN PARTY,House,Incumbent,P,Republican,fred  keller,K000395,,,,,
2680,H2OH14098,"KELLEY, BRENDEN P.",OH,14,DEMOCRATIC PARTY,House,Challenger,C,Democrat,brenden  kelley,,,,,,
2681,H2MD02301,"KELLEY, JOE",MD,2,REPUBLICAN PARTY,House,Challenger,N,Republican,joe  kelley,,,,,,
2682,H2WI07099,"KELLOGG, GEORGE",WI,7,FEDERALIST,House,Challenger,N,Other,george  kellogg,,,,,,
2683,H2TX19080,"KELLY, EMANUEL MR",TX,19,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,emanuel  kelly,,,,,,
2684,H0PA03271,"KELLY, GEORGE J JR",PA,16,REPUBLICAN PARTY,House,Incumbent,C,Republican,george  kelly,K000376,MikeKellyPA,935368364,,,
2685,H0PA03271,"KELLY, GEORGE J JR",PA,16,REPUBLICAN PARTY,House,Incumbent,C,Republican,george  kelly,K000376,MikeKellyforPA,113763245,No tweets found.,,
2686,H2TN05305,"KELLY, JACQUELYN ODESSA",TN,7,DEMOCRATIC PARTY,House,Open seat,P,Democrat,jacquelyn  kelly,,,,,,
2687,H2FL01225,"KELLY, JEREMY",FL,1,REPUBLICAN PARTY,House,Challenger,N,Republican,jeremy  kelly,,,,,,
2688,H6MS01131,"KELLY, JOHN TRENT",MS,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  kelly,K000388,RepTrentKelly,3317799825,,,
2689,H6MS01131,"KELLY, JOHN TRENT",MS,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  kelly,K000388,KellyforMS01,3090076743,No tweets found.,,
2691,H2IL02172,"KELLY, ROBIN",IL,2,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,robin  kelly,K000385,robinlynnekelly,38285038,No tweets found.,,
